# 카드 게임 글 원문(tools/pudtext.py) — 경로	형식	번호	원문
romdata/PUD/deck/ja/cardgroup.bin	table	0	マンドラ族
romdata/PUD/deck/ja/cancel.txt	u16z	0	編集した内容を\nキャンセルしてよろしいですか？
romdata/PUD/deck/ja/clear.txt	u16z	0	%ls\nをクリアしてもよろしいですか？
romdata/PUD/deck/ja/colrate.txt	u16z	0	コレクション率
romdata/PUD/deck/ja/decide.txt	u16z	0	編集した内容で\n決定して終了します
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	0	バハムート
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	1	シヴァ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	2	イフリート
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	3	カーバンクル
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	4	アダマンタイマイ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	5	ユニコーン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	6	サボテンダー
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	7	ラムウ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	8	ボム
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	9	ラミア
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	10	フェニックス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	11	オーディーン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	12	タイタン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	13	ゴブリン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	14	
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	15	鉄巨人
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	16	トンベリ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	17	ケット・シー
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	18	リヴァイアサン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	19	ミストドラゴン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	20	ビスマルク
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	21	テュポーン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	22	オメガ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	23	アルテマウェポン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	24	ラグナロク
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	25	神竜
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	26	チョコボ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	27	ギルガメッシュ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	28	マンドラレッド
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	29	マンドラゴラ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	30	マンドラプリンス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	31	マンドラキング
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	32	マンドラダーク
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	33	火炎弾
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	34	炎の結界
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	35	焦土
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	36	山火事
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	37	地獄の火炎
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	38	火炎弾･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	39	炎のダンス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	40	守りのトライアングル
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	41	自爆
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	42	大爆発
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	43	自爆･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	44	大爆発･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	45	尻尾
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	46	うたごえ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	47	乙女のキッス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	48	ゆうわく
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	49	ゆうわく･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	50	乙女のキッス･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	51	炎の一撃
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	52	ファイアバリア
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	53	不死の魂
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	54	転生の炎
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	55	転生の炎･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	56	不死の魂･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	57	鉄壁の守り
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	58	奇跡の甲羅
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	59	のろい呪い
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	60	マイティガード
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	61	鉄壁の守り･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	62	奇跡の甲羅･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	63	スピニングニードル
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	64	まちぶせ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	65	どくばり
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	66	針千本
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	67	光合成
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	68	針千本･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	69	突進
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	70	ヒールキック
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	71	泉水
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	72	疾風突き
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	73	泉水･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	74	疾風突き･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	75	大地の怒り
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	76	岩石投げ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	77	大地のこぶし
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	78	地割れ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	79	地割れ･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	80	大地のこぶし･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	81	氷の息吹
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	82	鎮火
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	83	スノーカーテン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	84	ダイヤモンドダスト
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	85	天からの一撃
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	86	鎮火･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	87	テールウィップ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	88	サンダーストーム
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	89	湧き水
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	90	タイダルウェイブ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	91	湧き水･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	92	タイダルウェイブ･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	93	霧のブレス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	94	モクモク
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	95	アクアブレス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	96	呪縛の冷気
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	97	呪縛の冷気･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	98	アクアブレス･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	99	雑魚ちらし
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	100	のみこむ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	101	バブルブロウ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	102	メイルシュトロム
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	103	バブルブロウ･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	104	のみこむ･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	105	シャイニングスター
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	106	クイックスタンプ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	107	ルビーの光
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	108	ホーリーガード
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	109	聖なる歌声
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	110	ルビーの光･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	111	感電
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	112	雷雲
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	113	裁きの雷
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	114	電磁場
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	115	裁きの雷･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	116	電磁場･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	117	メガホン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	118	突撃ラッパ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	119	キャットレイン
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	120	マーベラスチアー
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	121	マーベラスチアー･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	122	突撃ラッパ･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	123	こぶし
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	124	タックル
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	125	ビーム
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	126	兜割り
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	127	ビーム･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	128	兜割り･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	129	斬鉄剣
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	130	グングニルの槍
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	131	スレイプニル
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	132	暗黒剣
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	133	斬鉄剣･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	134	グングニルの槍･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	135	奇襲
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	136	メガフレア
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	137	テラフレア
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	138	インパルス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	139	メガフレア･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	140	テラフレア･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	141	毒霧
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	142	影縫い
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	143	包丁
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	144	みんなの恨み
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	145	みんなの恨み･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	146	たたく
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	147	あばれる
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	148	おおごえ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	149	メテオ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	150	たたく･改
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	151	ファイアボール
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	152	いただきます
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	153	鼻息
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	154	ボディープレス
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	155	天地崩壊
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	156	ヒット･ジ･エンド
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	157	三段斬り
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	158	エクスカリパー
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	159	王者の剣
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	160	究極幻想
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	161	波動砲
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	162	アルテマ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	163	メタモルフォース
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	164	アトミックレイ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	165	チョコボックル
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	166	夢想花
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	167	種まき
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	168	ヘッドバット
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	169	光の楽園
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	170	かすみ草
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	171	ロケットパンチ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	172	シャドウフレア
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	173	破壊のつるぎ
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	174	心ない天使
romdata/PUD/deck/ja/deck_card_data.dcd	dcd	175	ヒップアタック
romdata/PUD/deck/ja/learning.txt	u16z	0	『練習デッキ』は\nカードを入れ替えることができません
romdata/PUD/deck/ja/newdeck.txt	u16z	0	新しくデッキを作る
romdata/PUD/deck/ja/no.txt	u16z	0	いいえ
romdata/PUD/deck/ja/nodeck.txt	u16z	0	ｶｰﾄﾞが１５枚組み込まれたﾃﾞｯｷがない\nので ポップアップデュエルができません
romdata/PUD/deck/ja/notedited.txt	u16z	0	デッキが編集されていません
romdata/PUD/deck/ja/training.txt	u16z	0	『初級デッキ』はデッキを\n編集することが可能です
romdata/PUD/deck/ja/under8.txt	u16z	0	ｶｰﾄﾞが８枚組み込まれたﾃﾞｯｷがない\nので、ポップアップデュエルができません
romdata/PUD/deck/ja/yes.txt	u16z	0	はい
romdata/PUD/mgentryphase/text/en/expl/mg001.ptx	ptx	0	{1B}BRules{1B}{1B}\nLead the adamantoise to the top\nof the mountain!{00}
romdata/PUD/mgentryphase/text/en/expl/mg001.ptx	ptx	1	{1B}BRules{1B}{1B}\nRotate the adamantoise on the\nlower screen to control its\ndirection. Lift the stylus to send\nthe adamantoise into its shell,\nmaking it impervious to damage.{00}
romdata/PUD/mgentryphase/text/en/expl/mg002.ptx	ptx	0	{1B}BRules{1B}{1B}\nLead the adamantoise to rescue\nthe cactuar!{00}
romdata/PUD/mgentryphase/text/en/expl/mg002.ptx	ptx	1	{1B}BRules{1B}{1B}\nRotate the adamantoise on the\nlower screen to control its\ndirection. Lift the stylus to send\nthe adamantoise into its shell,\nincreasing its speed.{00}
romdata/PUD/mgentryphase/text/en/expl/mg003.ptx	ptx	0	{1B}BRules{1B}{1B}\nSlide the chocobo to snatch as\nmany lasans as you can while\navoiding the falling fire and ice!{00}
romdata/PUD/mgentryphase/text/en/expl/mg003.ptx	ptx	1	{1B}BRules{1B}{1B}\nIf the chocobo is frozen or\non fire, tap it quickly with the\nstylus to remove the ailment.{00}
romdata/PUD/mgentryphase/text/en/expl/mg004.ptx	ptx	0	{1B}BRules{1B}{1B}\nSlide the chocobo to the\nupper screen to snatch as\nmany luchiles as you can\nwhile avoiding the fire!{00}
romdata/PUD/mgentryphase/text/en/expl/mg004.ptx	ptx	1	{1B}BRules{1B}{1B}\nSlide the chocobo upwards to\nlaunch it into the upper screen.{00}
romdata/PUD/mgentryphase/text/en/expl/mg005.ptx	ptx	0	{1B}BRules{1B}{1B}\nUse the stylus to draw leaves\nand launch the chocobo into\nthe air! Reach the top before\nanybody else does!{00}
romdata/PUD/mgentryphase/text/en/expl/mg005.ptx	ptx	1	{1B}BRules{1B}{1B}\nSmaller leaves have more\nelasticity than bigger ones.\nWatch out for the bomb\nmonsters!{00}
